"Story","Title","Result","Date","Stability","Duration (s)"
"Users CRUD test","This will create new user","SUCCESS","2023-01-03T20:47:55.355Z[Europe/London]","0.0","4.63"
"Users CRUD test","Verify user was added","SUCCESS","2023-01-03T20:48:00.021Z[Europe/London]","0.0","0.77"
"Users CRUD test","Verify user was Updated","SUCCESS","2023-01-03T20:48:00.788Z[Europe/London]","0.0","1.08"
"Users CRUD test","Verify user was deleted","SUCCESS","2023-01-03T20:48:01.869Z[Europe/London]","0.0","0.49"
